PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;PRESTADORA_1_SERV_MOD;PRESTADORA_2_CNPJ;PRESTADORA_2;PRESTADORA_2_SERV_MOD;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53500.008677/2013-44;09/04/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;79.956.793/0001-77;A. K. OKAMOTO - VISÃONET TELECOM LTDA - EPP;STFC-LOCAL;3479;09/07/2013;10/07/2013;Classe: i-952. Localização: ARQUIVO SETORIAL. 
53500.008684/2013-46;09/04/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;07.236.167/0001-03;CARVALHAES INFORMÁTICA LTDA (TRÍADE TELECOM);STFC-LOCAL;3617;18/07/2013;19/07/2013;Classe: i-957.
53500.008705/2013-23;09/04/2013;;05.423.963/0001-11;OI MÓVEL S.A.;SMP;05.684.180/0001-91;COMPANHIA ITABIRANA DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3643;18/07/2013;22/07/2013;Classe: ii-665.
53500.008761/2013-68;09/04/2013;;66.970.229/0001-67;NEXTEL TELECOMUNICAÇÕES LTDA;SMP;07.228.550/0001-01;MUNDIVOX TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN;457;29/01/2014;31/01/2014;Classe: ii-669. Localização: ESTAÇÃO. 
53500.008762/2013-11;09/04/2013;;66.970.229/0001-67;NEXTEL TELECOMUNICAÇÕES LTDA;SME;07.228.550/0001-01;MUNDIVOX TELECOMUNICAÇÕES LTDA;STFC-LOCAL;454;29/01/2014;31/01/2014;Classe: ii-668. Localização: ESTAÇÃO. 
53500.008682/2013-57;10/04/2013;;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;09.446.842/0001-46;HIT TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3675;23/07/2013;24/07/2013;Classe: i-949.
53500.008699/2013-12;10/04/2013;;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;06.128.103/0001-18;VIPWAY SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3665;23/07/2013;24/07/2013;Classe: i-947.
53500.013653/2006-88;12/04/2013;ADITIVO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LDN/LDI;03.593.006/0001-08;ALPHA NOBILIS CONSULTORIA E SERVIÇOS LTDA;STFC-LOCAL;4330;29/08/2013;02/09/2013;Classe: I-303.
53500.008678/2013-99;15/04/2013;;04.206.050/0001-80;TIM CELULAR S.A.;SMP;09.446.842/0001-46;HIT TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;3463;09/07/2013;10/07/2013;Classe: ii-663. Localização: ARQUIVO SETORIAL. 
53500.008764/2013-00;15/04/2013;;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;04.263.321/0001-30;IPÊ INFORMÁTICA LTDA - ME (SUL INTERNET);STFC-LOCAL;3486;10/07/2013;11/07/2013;Classe: i-956. Localização: ARQUIVO SETORIAL. 
53500.008671/2013-77;15/04/2013;;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;04.263.321/0001-30;IPÊ INFORMÁTICA LTDA - ME (SUL INTERNET);STFC-LOCAL;3664;22/07/2013;23/07/2013;Classe: I-955.
53500.008673/2013-66;15/04/2013;;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;02.255.187/0001-08;TPA INFORMÁTICA LTDA;STFC-LOCAL;3664;22/07/2013;23/07/2013;Classe: i-954.
53500.008674/2013-19;15/04/2013;;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;02.255.187/0001-08;TPA INFORMÁTICA LTDA;STFC-LOCAL;3673;23/07/2013;24/07/2013;Classe: i-953.
53500.008676/2013-08;15/04/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;79.956.793/0001-77;A. K. OKAMOTO - VISÃONET TELECOM LTDA - EPP;STFC-LOCAL;3683;23/07/2013;24/07/2013;Classe: ii-664.
53500.008681/2013-11;15/04/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;09.446.842/0001-46;HIT TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;3681;23/07/2013;24/07/2013;Classe: i-950. Localização: SCP/NÚCLEO. 
53500.008683/2013-00;15/04/2013;;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;06.128.103/0001-18;VIPWAY SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;3671;23/07/2013;24/07/2013;Classe: i-948.
53500.008679/2013-33;15/04/2013;;04.206.050/0001-80;TIM CELULAR S.A.;SMP;09.446.842/0001-46;HIT TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3959;09/08/2013;12/08/2013;Classe: ii-662.
53500.008680/2013-68;15/04/2013;;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;09.446.842/0001-46;HIT TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3957;09/08/2013;12/08/2013;Classe: i-951.
53500.009943/2008-99;25/04/2013;ADITIVO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL;03.593.006/0001-08;ALPHA NOBILIS CONSULTORIA E SERVIÇOS LTDA;STFC-LDN/LDI;3594;16/07/2013;18/07/2013;Classe: I-448. Localização: SCP/NÚCLEO. 
53508.009116/2006-63;25/04/2013;ADITIVO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL;03.593.006/0001-08;ALPHA NOBILIS CONSULTORIA E SERVIÇOS LTDA;STFC-LOCAL;3596;16/07/2013;18/07/2013;Classe: I-304. Localização: SCP/NÚCLEO. 
53500.014480/2013-44;29/04/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;10.442.435/0001-40;LIGUE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3558;15/07/2013;17/07/2013;Classe: II. Localização: SCP/NÚCLEO. 
53500.012268/2013-42;29/04/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;10.442.435/0001-40;LIGUE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3590;16/07/2013;18/07/2013;Classe: I.
53500.012270/2013-11;29/04/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;08.022.054/0001-60;OSTARA TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3595;16/07/2013;18/07/2013;Classe: II.
53500.014362/2013-36;29/04/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;08.022.054/0001-60;OSTARA TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;3621;18/07/2013;22/07/2013;Classe: II.
53500.008869/2012-70;29/04/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL/LDN/LDI;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;4073;15/08/2013;16/08/2013;Classe: I.
53500.012843/2012-26;09/05/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;07.831.569/0001-48;OTS - OPTION TELECOM SERVIÇOS DE TELECOMUNICAÇÕES;STFC-LDN/LDI;4104;20/08/2013;21/08/2013;Classe: I.
53500.012531/2013-01;16/05/2013;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;11.400.830/0001-22;ENCANTO TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;3708;26/07/2013;29/07/2013;Classe: I. Localização: ARMÁRIO. 
53500.012533/2013-92;16/05/2013;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;02.952.192/0001-61;CABO SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;3710;26/07/2013;29/07/2013;Classe: I. Localização: ARMÁRIO. 
53500.012530/2013-59;16/05/2013;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;02.677.129/0001-64;SIGNALINK INFORMÁTICA LTDA;STFC-LOCAL/LDN/LDI;3726;29/07/2013;30/07/2013;Classe: I. Localização: ARMÁRIO. 
53500.012532/2013-48;16/05/2013;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;3724;29/07/2013;30/07/2013;Classe: I. Localização: ARMÁRIO. 
53500.012534/2013-37;16/05/2013;CONTRATO;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;01.102.038/0001-38;MARCELO MOREIRA DIONÍSIO GOIÁS TELECOMUNICAÇÕES (GOIÁS TELECOM);STFC-LOCAL/LDN/LDI;3725;29/07/2013;30/07/2013;Classe: I.
53500.012269/2013-97;21/05/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LOCAL;3589;16/07/2013;18/07/2013;Classe: II.
53500.015128/2013-26;21/05/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LDN/LDI;3580;16/07/2013;18/07/2013;Classe: II.
53500.012536/2013-26;21/05/2013;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;07.236.167/0001-03;CARVALHAES INFORMÁTICA LTDA (TRÍADE TELECOM);STFC-LOCAL;3618;18/07/2013;19/07/2013;Classe: I.
53500.012271/2013-66;21/05/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LDN/LDI;3987;09/08/2013;12/08/2013;Classe: I.
53500.012272/2013-19;21/05/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;10.442.435/0001-40;LIGUE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3961;09/08/2013;12/08/2013;Classe: I.
53500.012273/2013-55;21/05/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;14.052.580/0001-75;AVA TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3989;09/08/2013;12/08/2013;Classe: I.
53500.012535/2013-81;23/05/2013;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LOCAL/LDN/LDI;01.778.972/0001-74;AMÉRICA NET LTDA;STFC-LOCAL/LDN/LDI;3709;26/07/2013;29/07/2013;Classe: I. Localização: ARMÁRIO. 
53500.013567/2013-02;27/05/2013;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LOCAL/LDN/LDI;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;3711;26/07/2013;29/07/2013;Classe: I. Localização: ARMÁRIO. 
53500.012948/2013-66;05/06/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL;4244;27/08/2013;28/08/2013;Classe: I. Localização: ARMÁRIO. 
53500.013568/2013-49;10/06/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;14.052.580/0001-75;AVA TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3556;15/07/2013;17/07/2013;Classe: II. Localização: SCP/NÚCLEO. 
53500.014483/2013-88;17/06/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;07.236.167/0001-03;CARVALHAES INFORMÁTICA LTDA (TRÍADE TELECOM);STFC-LOCAL;3620;18/07/2013;19/07/2013;Classe: I.
53500.014484/2013-22;18/06/2013;CONTRATO;18.384.930/0001-51;DATORA;SMP;11.281.004/0001-01;PORTO SEGURO TELECOMUNICAÇÕES LTDA;SMP;4107;20/08/2013;21/08/2013;Classe: IV. Localização: ARMÁRIO. 
53500.014486/2013-11;19/06/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LOCAL;4241;27/08/2013;28/08/2013;Classe: I. Localização: ARMÁRIO. 
53500.014488/2013-19;19/06/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;13.049.421/0001-59;UNIVERSO SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4247;27/08/2013;28/08/2013;Classe: I. Localização: ARMÁRIO. 
53500.014485/2013-77;19/06/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LOCAL;4263;27/08/2013;29/08/2013;Classe: I. Localização: ARMÁRIO. 
53500.012731/2012-75;21/06/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;03.076.075/0001-44;BT COMMUNICATIONS DO BRASIL LTDA;STFC-LOCAL;4068;15/08/2013;16/08/2013;Classe: I.
53500.012815/2012-17;21/06/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;02.952.192/0001-61;CABO SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4085;19/08/2013;20/08/2013;Classe: I.
53500.014498/2013-46;24/06/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;08.062.253/0001-00;CAMBRIDGE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;3926;07/08/2013;08/08/2013;Classe: I.
53500.014495/2013-11;24/06/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL;3988;09/08/2013;12/08/2013;Classe: I.
53500.014490/2013-80;24/06/2013;CONTRATO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL/LDN/LDI;39.162.235/0001-15;SUPERIMAGEM TECNOLOGIA EM ELETRÔNICA LTDA (NETANGRA);STFC-LOCAL;4070;15/08/2013;16/08/2013;Classe: I.
53500.014493/2013-13;24/06/2013;CONTRATO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL/LDN/LDI;13.049.421/0001-59;UNIVERSO SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4069;15/08/2013;16/08/2013;Classe: I.
53500.014492/2013-79;24/06/2013;CONTRATO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL/LDN/LDI;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL;4082;16/08/2013;19/08/2013;Classe: I.
53500.014491/2013-24;24/06/2013;CONTRATO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL/LDN/LDI;12.488.125/0001-91;BR GROUP TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4191;23/08/2013;28/08/2013;Classe: I.
53500.014501/2013-21;25/06/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;14.052.580/0001-75;AVA TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3559;15/07/2013;17/07/2013;Classe: I. Localização: SCP/NÚCLEO. 
53500.014500/2013-87;25/06/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL;4195;23/08/2013;28/08/2013;Classe: I.
53500.015133/2013-39;25/06/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL;4243;27/08/2013;28/08/2013;Classe: II.
53500.015449/2013-21;03/07/2013;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;00.989.304/0001-23;WKVE ASSESSORIA EM SERVIÇOS DE INFORMÁTICA E TELECOMUNICAÇÕES LTDA;STFC-LOCAL;3958;09/08/2013;15/08/2013;Classe: II.
53500.015642/2013-61;03/07/2013;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;06.126.611/0001-67;DIGI SOLUÇÕES DE COMUNICAÇÃO LTDA (TELFLEX);STFC-LOCAL;3962;09/08/2013;15/08/2013;Classe: II.
53500.012814/2012-64;03/07/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;07.831.569/0001-48;OTS - OPTION TELECOM SERVIÇOS DE TELECOMUNICAÇÕES;STFC-LOCAL;4086;19/08/2013;20/08/2013;Classe: I.
53500.015640/2013-72;03/07/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4196;20/08/2013;28/08/2013;Classe: I.
53500.015641/2013-17;03/07/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;06.126.611/0001-67;DIGI SOLUÇÕES DE COMUNICAÇÃO LTDA (TELFLEX);STFC-LOCAL;4192;23/08/2013;28/08/2013;Classe: I.
53500.005751/2012-90;03/07/2013;ADITIVO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;10.552.549/0001-42;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA (LAFAIETE TELECOM);STFC-LOCAL;4693;24/09/2013;26/09/2013;Classe: II.
53500.005752/2012-34;03/07/2013;ADITIVO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;10.552.549/0001-42;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA (LAFAIETE TELECOM);STFC-LOCAL;4690;24/09/2013;26/09/2013;Classe: I.
53500.006035/2012-20;03/07/2013;ADITIVO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;10.552.549/0001-42;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA (LAFAIETE TELECOM);STFC-LDN/LDI;4694;24/09/2013;26/09/2013;Classe: I.
53500.016300/2013-69;12/07/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LOCAL;3986;09/08/2013;12/08/2013;Classe: I.
53500.016573/2013-11;12/07/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;07.716.753/0001-47;TELECOM 65 LTDA;STFC-LOCAL;3984;09/08/2013;12/08/2013;Classe: I.
53500.011188/2011-16;12/07/2013;ADITIVO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL;07.625.852/0001-13;TELEXPERTS TELECOMUNICAÇÕES LTDA - EPP (TELECALL);STFC-LOCAL;4329;29/08/2013;04/09/2013;Classe: I.
53500.011357/2011-18;12/07/2013;ADITIVO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LDN/LDI;07.625.852/0001-13;TELEXPERTS TELECOMUNICAÇÕES LTDA - EPP (TELECALL);STFC-LOCAL;4424;05/09/2013;12/09/2013;
53500.011358/2011-54;12/07/2013;ADITIVO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL;07.625.852/0001-13;TELEXPERTS TELECOMUNICAÇÕES LTDA - EPP (TELECALL);STFC-LDN/LDI;4421;11/09/2013;12/09/2013;
53500.016571/2013-14;15/07/2013;CONTRATO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL/LDN/LDI;09.520.219/0001-96;WIRELESS COMM SERVICES LTDA;STFC-LOCAL;4250;27/08/2013;28/08/2013;Classe: I.
53500.016574/2013-58;16/07/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.401.988/0001-40;FONAR TELECOMUNICAÇÃO BRASILEIRA LTDA - ME;STFC-LDN/LDI;3985;09/08/2013;12/08/2013;Classe: I.
53500.016575/2013-01;16/07/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.401.988/0001-40;FONAR TELECOMUNICAÇÃO BRASILEIRA LTDA - ME;STFC-LDN/LDI;3963;09/08/2013;15/08/2013;Classe: II.
53500.016572/2013-69;16/07/2013;CONTRATO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL/LDN/LDI;05.236.051/0002-11;OPÇÃONET INFORMÁTICA LTDA - EPP;STFC-LOCAL;4084;16/08/2013;19/08/2013;Classe: I.
53500.017206/2013-27;19/07/2013;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;09.520.219/0001-96;WIRELESS COMM SERVICES LTDA;STFC-LOCAL/LDN/LDI;5743;28/11/2013;29/11/2013;Classe: I.
53500.017205/2013-82;19/07/2013;CONTRATO;02.449.992/0001-64;VIVO S/A;SMP;09.520.219/0001-96;WIRELESS COMM SERVICES LTDA;STFC-LOCAL/LDN/LDI;5755;28/11/2013;02/12/2013;Classe: II.
53500.017203/2013-93;26/07/2013;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;07.335.723/0001-90;TVN NACIONAL TELECOM LTDA;STFC-LOCAL/LDN/LDI;4380;29/08/2013;04/09/2013;Classe: I.
53500.017204/2013-38;26/07/2013;CONTRATO;02.449.992/0001-64;VIVO S/A;SMP;05.597.358/0001-67;ESPAS TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL/LDN/LDI;2100;29/04/2014;02/05/2014;Classe: II.
53500.017202/2013-49;29/07/2013;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LOCAL;4242;27/08/2013;28/08/2013;Classe: II.
53500.017200/2013-50;29/07/2013;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4193;23/08/2013;29/08/2013;Classe: I.
53500.017201/2013-02;29/07/2013;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4194;23/08/2013;29/08/2013;Classe: II.
53500.017741/2013-88;30/07/2013;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;05.597.358/0001-67;ESPAS TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL/LDN/LDI;4688;24/09/2013;26/09/2013;Classe: I.
53500.017740/2013-33;30/07/2013;CONTRATO;33.530.486/0001-29;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES (EMBRATEL);STFC-LOCAL;66.970.229/0001-67;NEXTEL TELECOMUNICAÇÕES LTDA;SME;4709;26/09/2013;27/09/2013;Classe: II.
53500.017735/2013-21;31/07/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;07.401.988/0001-40;FONAR TELECOMUNICAÇÃO BRASILEIRA LTDA - ME;STFC-LOCAL;4248;27/08/2013;28/08/2013;Classe: I.
53500.017736/2013-75;31/07/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.401.988/0001-40;FONAR TELECOMUNICAÇÃO BRASILEIRA LTDA - ME;STFC-LOCAL;4245;27/08/2013;28/08/2013;Classe: I.
53500.017739/2013-17;31/07/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;08.163.618/0001-84;HELLO BRAZIL TELECOMUNICAÇÕES LTDA;STFC-LOCAL;4246;27/08/2013;28/08/2013;Classe: I.
53500.017727/2013-84;02/08/2013;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL/LDN/LDI;4425;11/09/2013;12/09/2013;Classe: I.
53500.017728/2013-29;02/08/2013;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;14.840.419/0001-66;TERAPAR TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;4508;11/09/2013;12/09/2013;Classe: I.
53500.017729/2013-73;02/08/2013;CONTRATO;02.449.992/0001-64;VIVO S/A;SMP;14.840.419/0001-66;TERAPAR TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;4507;11/09/2013;12/09/2013;Classe: II.
53500.017730/2013-06;02/08/2013;CONTRATO;02.449.992/0001-64;VIVO S/A;SMP;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL/LDN/LDI;4422;11/09/2013;12/09/2013;Classe: II.
53500.017737/2013-10;02/08/2013;CONTRATO;02.449.992/0001-64;VIVO S/A;SMP;12.488.125/0001-91;BR GROUP TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;3800;28/07/2014;29/07/2014;Classe: II.
53500.017738/2013-64;02/08/2013;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;12.488.125/0001-91;BR GROUP TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;3809;28/07/2014;29/07/2014;Classe: I.
53500.017734/2013-86;06/08/2013;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;03.076.075/0001-44;BT COMMUNICATIONS DO BRASIL LTDA;STFC-LOCAL;5996;10/12/2013;11/12/2013;Classe: I.
53500.018483/2013-57;07/08/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;08.163.618/0001-84;HELLO BRAZIL TELECOMUNICAÇÕES LTDA;STFC-LDN/LDI;4249;27/08/2013;28/08/2013;Classe: I.
53500.018482/2013-11;07/08/2013;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;07.401.988/0001-40;FONAR TELECOMUNICAÇÃO BRASILEIRA LTDA - ME;STFC-LOCAL;246;21/01/2014;22/01/2014;Classe: I.
53500.018484/2013-00;13/08/2013;CONTRATO;02.449.992/0001-64;VIVO S/A;SMP;01.102.038/0001-38;MARCELO MOREIRA DIONÍSIO GOIÁS TELECOMUNICAÇÕES (GOIÁS TELECOM);STFC-LOCAL/LDN/LDI;4381;03/09/2013;04/09/2013;Classe: II.
